"vehicle","colour","passing.distance","street","helmet","kerb","bikelane","city","time"
"ordinary car","blue",1.764,"main road, regular","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"ordinary car","sliver/grey",1.612,"main road, regular","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"ordinary car","green",2.358,"main road, regular","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"LGV/minibus","white",1.909,"main road, regular","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"SUV/pickup","sliver/grey",2.249,"regular urban street","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"LGV/minibus","white",1.71,"regular urban street","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"ordinary car","red",2.164,"regular urban street","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"ordinary car","blue",1.348,"regular urban street","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"taxi","black",1.489,"regular urban street","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"ordinary car","sliver/grey",1.922,"regular urban street","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"ordinary car","red",1.619,"regular urban street","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"ordinary car","red",1.342,"regular urban street","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"ordinary car","white",1.37,"regular urban street","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"ordinary car","black",1.395,"regular urban street","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"ordinary car","blue",1.601,"regular urban street","no",0.5,"no","Salisbury","2006-05-26 09:38:00"
"ordinary car","sliver/grey",2.094,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","black",1.647,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"PTW","black",1.804,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","sliver/grey",1.105,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",1.192,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",1.278,"one-way (one lane)","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","sliver/grey",0.773,"one-way (one lane)","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","sliver/grey",1.333,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","sliver/grey",2.44,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","sliver/grey",1.631,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"bus","green",1.076,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"SUV/pickup","sliver/grey",1.245,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",1.701,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",1.514,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","red",1.359,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",1.709,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",1.598,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","black",1.776,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",2.089,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","red",1.632,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"LGV/minibus","white",2.134,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",2.014,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",1.788,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","sliver/grey",1.679,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",1.071,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","other",1.569,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","sliver/grey",2.063,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"SUV/pickup","red",1.35,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"SUV/pickup","black",1.598,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","sliver/grey",1.217,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"SUV/pickup","blue",0.979,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","red",1.636,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","red",1.067,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",1.307,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"LGV/minibus","white",1.291,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",1.336,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","sliver/grey",1.55,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",1.741,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",1.378,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","red",1.475,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",2.586,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","sliver/grey",2.058,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"SUV/pickup","blue",1.434,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","white",1.664,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","white",1.231,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","black",1.219,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"SUV/pickup","green",1.242,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","red",1.547,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","blue",1.482,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"SUV/pickup","black",1.501,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","red",1.518,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","other",1.539,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","green",1.456,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"LGV/minibus","white",1.316,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","sliver/grey",1.101,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","black",1.744,"main road, regular","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","sliver/grey",2.179,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","sliver/grey",1.846,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"SUV/pickup","green",1.39,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","red",1.551,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"LGV/minibus","white",1.249,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"SUV/pickup","sliver/grey",1.625,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","green",1.45,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","sliver/grey",1.36,"regular urban street","yes",0.5,"no","Salisbury","2006-05-26 10:01:00"
"ordinary car","red",1.713,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","green",1.589,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","red",1.748,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"LGV/minibus","red",1.351,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"LGV/minibus","white",1.547,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"LGV/minibus","white",1.303,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","sliver/grey",1.357,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","sliver/grey",1.274,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","red",1.224,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","blue",1.275,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","red",2.038,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","blue",1.103,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","red",1.29,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","blue",1.953,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"LGV/minibus","white",2.421,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","blue",1.416,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","sliver/grey",1.171,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","sliver/grey",0.975,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","sliver/grey",1.96,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","blue",1.433,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"HGV","unknown",1.316,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","red",1.103,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","red",1.302,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","blue",0.963,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","sliver/grey",1.287,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","sliver/grey",1.197,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","blue",1.431,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","blue",1.644,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"SUV/pickup","red",1.111,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","red",2.016,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","blue",1.507,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"LGV/minibus","white",1.756,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","blue",1.478,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","blue",1.286,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"LGV/minibus","red",1.369,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"SUV/pickup","sliver/grey",1.467,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"SUV/pickup","blue",1.478,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"LGV/minibus","white",1.762,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","white",1.001,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","black",1.252,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"HGV","blue",1.163,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"LGV/minibus","blue",1.138,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","blue",1.592,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"HGV","white",0.958,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","green",1.615,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"PTW","blue",1.589,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","black",1.171,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"LGV/minibus","other",1.234,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","black",1.495,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","sliver/grey",1.3,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","black",1.624,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:28:00"
"ordinary car","other",1.501,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"ordinary car","blue",1.574,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"bus","red",1.192,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"ordinary car","black",1.096,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"SUV/pickup","green",1.548,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"HGV","white",1.389,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"ordinary car","sliver/grey",1.308,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"ordinary car","black",1.431,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"ordinary car","blue",2.188,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"ordinary car","green",1.453,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"ordinary car","sliver/grey",1.354,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"ordinary car","blue",1.875,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"ordinary car","blue",1.576,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"taxi","green",1.6,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"ordinary car","sliver/grey",3.124,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"LGV/minibus","white",1.019,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"ordinary car","red",1.261,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"LGV/minibus","red",0.984,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"SUV/pickup","black",0.974,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"LGV/minibus","white",1.167,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"LGV/minibus","sliver/grey",1.274,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"LGV/minibus","red",1.271,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"ordinary car","sliver/grey",1.784,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"ordinary car","green",1.21,"main road, regular","yes",1.25,"no","Salisbury","2006-05-30 08:39:00"
"ordinary car","red",1.864,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","green",1.069,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"LGV/minibus","blue",1.453,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","blue",1.231,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","sliver/grey",1.374,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","green",1.185,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","blue",1.777,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","blue",1.489,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"HGV","white",0.846,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","sliver/grey",1.249,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","green",0.949,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"LGV/minibus","blue",1.817,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","green",1.384,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","blue",1.063,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","red",1.677,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","black",1.644,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","black",1.199,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","blue",1.709,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","sliver/grey",1.764,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","black",1.487,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"LGV/minibus","white",0.864,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","sliver/grey",1.096,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","black",1.136,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"LGV/minibus","blue",1.535,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"HGV","unknown",1.335,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","red",1.284,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","green",1.519,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","blue",2.016,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","blue",1.308,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"SUV/pickup","sliver/grey",1.997,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","sliver/grey",1.969,"main road, regular","no",1.25,"no","Salisbury","2006-05-30 08:50:00"
"ordinary car","sliver/grey",1.936,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.606,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"LGV/minibus","sliver/grey",1.373,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","red",1.648,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","red",1.354,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","green",1.454,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.294,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.647,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","green",1.075,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"HGV","white",1.374,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","green",2.156,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"LGV/minibus","blue",1.206,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.233,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","sliver/grey",1.536,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"LGV/minibus","white",2.102,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","red",1.489,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.374,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","white",1.177,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"taxi","red",0.942,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"SUV/pickup","blue",1.271,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"HGV","green",1.761,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","sliver/grey",1.727,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.583,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.592,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","white",1.691,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","black",1.549,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","red",1.715,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.842,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"LGV/minibus","white",2.44,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"SUV/pickup","blue",1.977,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"LGV/minibus","red",1.577,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","white",1.38,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.64,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","white",0.991,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.288,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","red",1.509,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",0.81,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","sliver/grey",1.653,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",2.123,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"LGV/minibus","red",1.253,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","black",1.683,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","red",2.32,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.322,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","sliver/grey",2.571,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","black",1.84,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"bus","red",1.178,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","sliver/grey",1.705,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","sliver/grey",1.928,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","sliver/grey",2.258,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","green",1.992,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.422,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.829,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"LGV/minibus","white",1.593,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"HGV","green",0.793,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","red",1.385,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","other",1.69,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"LGV/minibus","white",1.469,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.747,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","sliver/grey",1.256,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","sliver/grey",1.671,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"bus","red",1.189,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",0.753,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"LGV/minibus","white",0.936,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","blue",1.463,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","white",1.319,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"bus","red",1.134,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","black",2.006,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","red",1.642,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","black",1.774,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","red",1.482,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 09:04:00"
"ordinary car","white",1.969,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","red",1.712,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","black",1.655,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","white",0.913,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","white",1.194,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","red",0.989,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"LGV/minibus","blue",1.42,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","blue",1.232,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","sliver/grey",1.241,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"LGV/minibus","white",1.295,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","sliver/grey",1.322,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","sliver/grey",1.314,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","red",1.205,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","black",1.347,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"HGV","blue",1.118,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","other",1.557,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"HGV","white",1.263,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"LGV/minibus","blue",1.636,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
